artifact_id,date,category,status,recommendation,scope,holdout_used,model_family,variant,seeds,source_dir,gold_dir,primary_metric,rel_score,train_rel_score,q90_abs_e,q95_abs_e,share_abs_e_gt_050,daily_violation_gt_035,directional_accuracy,coverage,equity,sharpe,max_drawdown,turnover,n_obs,n_days,notes,files,size_mb
selective_2d_regime_20260527::coverage_0.95,2026-05-27,selective prediction,keep,RISK_LAYER,VN validation only unless stated,False,risk classifier gate,coverage_0.95,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/selective_2d_regime_20260527,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/selective_2d_regime_20260527,q90_abs_e vs coverage,0.0132138331204864,,0.0448208972811698,0.0605945624411106,0.0819894813834418,,0.5099439239315942,0.9499875920258086,,,,,,,Use for selective/abstain story; not full-coverage replacement.,coverage_metrics.csv; selective_coverage.png,0.07505989074707031
selective_2d_regime_20260527::coverage_1.00,2026-05-27,selective prediction,keep,RISK_LAYER,VN validation only unless stated,False,risk classifier gate,coverage_1.00,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/selective_2d_regime_20260527,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/selective_2d_regime_20260527,q90_abs_e vs coverage,0.048545571084685,,0.0466486401855945,0.0621215738356113,0.0875341219290263,,0.5182728099925552,1.0,,,,,,,Use for selective/abstain story; not full-coverage replacement.,coverage_metrics.csv; selective_coverage.png,0.07505989074707031
vn30_meta_ensemble_simulation_20260529::2d_regime_broad,2026-05-29,VN30 simulation,keep,ROBUSTNESS_INDEX_UNIVERSE,VN validation only unless stated,False,2d_regime,2d_regime_broad,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/vn30_meta_ensemble_simulation_20260529,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/vn30_meta_ensemble_simulation_20260529,VN30 subset rel_score,0.0168202801687344,0.0431323097491637,0.0388552285730838,0.0527777224779129,0.0575590594140433,217.0,0.5180315347263899,,,,,,18329.0,659.0,Current placeholder PIT constituent file behaves as static basket until filled.,comparison.csv; histograms; metric bars; vn30_historical.csv,0.13544750213623047
vn30_meta_ensemble_simulation_20260529::2d_regime_vn30,2026-05-29,VN30 simulation,keep,ROBUSTNESS_INDEX_UNIVERSE,VN validation only unless stated,False,2d_regime,2d_regime_vn30,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/vn30_meta_ensemble_simulation_20260529,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/vn30_meta_ensemble_simulation_20260529,VN30 subset rel_score,0.0150707695799855,0.0395895599215923,0.0388462282717227,0.052942756563425,0.0577227344645097,218.0,0.5180315347263899,,,,,,18329.0,659.0,Current placeholder PIT constituent file behaves as static basket until filled.,comparison.csv; histograms; metric bars; vn30_historical.csv,0.13544750213623047
vn30_meta_ensemble_simulation_20260529::anchor,2026-05-29,VN30 simulation,keep,ROBUSTNESS_INDEX_UNIVERSE,VN validation only unless stated,False,anchor,anchor,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/vn30_meta_ensemble_simulation_20260529,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/vn30_meta_ensemble_simulation_20260529,VN30 subset rel_score,0.0193470128802861,0.0386038469504991,0.0387469865381717,0.0529684759676456,0.0580500845654427,221.0,0.5180315347263899,,,,,,18329.0,659.0,Current placeholder PIT constituent file behaves as static basket until filled.,comparison.csv; histograms; metric bars; vn30_historical.csv,0.13544750213623047
vn30_meta_ensemble_simulation_20260529::enet_blend_broad,2026-05-29,VN30 simulation,keep,ROBUSTNESS_INDEX_UNIVERSE,VN validation only unless stated,False,enet,enet_blend_broad,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/vn30_meta_ensemble_simulation_20260529,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/vn30_meta_ensemble_simulation_20260529,VN30 subset rel_score,0.018840759330201,0.0419402364480047,0.0387550517916679,0.0527655258774757,0.0572317093131103,219.0,0.5169949260734356,,,,,,18329.0,659.0,Current placeholder PIT constituent file behaves as static basket until filled.,comparison.csv; histograms; metric bars; vn30_historical.csv,0.13544750213623047
vn30_meta_ensemble_simulation_20260529::enet_blend_vn30,2026-05-29,VN30 simulation,keep,ROBUSTNESS_INDEX_UNIVERSE,VN validation only unless stated,False,enet,enet_blend_vn30,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/vn30_meta_ensemble_simulation_20260529,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/vn30_meta_ensemble_simulation_20260529,VN30 subset rel_score,0.0148799995894596,0.0428649338554357,0.0388456471264362,0.0529198907315731,0.0575045010638878,221.0,0.5175405095749904,,,,,,18329.0,659.0,Current placeholder PIT constituent file behaves as static basket until filled.,comparison.csv; histograms; metric bars; vn30_historical.csv,0.13544750213623047
vn30_meta_ensemble_simulation_20260529::et_tail_blend_broad,2026-05-29,VN30 simulation,keep,ROBUSTNESS_INDEX_UNIVERSE,VN validation only unless stated,False,et_tail,et_tail_blend_broad,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/vn30_meta_ensemble_simulation_20260529,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/vn30_meta_ensemble_simulation_20260529,VN30 subset rel_score,0.0192960533645184,0.0392523969960337,0.0387557037174701,0.0526316240429878,0.0569589175623329,219.0,0.517049484423591,,,,,,18329.0,659.0,Current placeholder PIT constituent file behaves as static basket until filled.,comparison.csv; histograms; metric bars; vn30_historical.csv,0.13544750213623047
vn30_meta_ensemble_simulation_20260529::et_tail_blend_vn30,2026-05-29,VN30 simulation,keep,ROBUSTNESS_INDEX_UNIVERSE,VN validation only unless stated,False,et_tail,et_tail_blend_vn30,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/vn30_meta_ensemble_simulation_20260529,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/vn30_meta_ensemble_simulation_20260529,VN30 subset rel_score,0.0163310926859907,0.0409428281860203,0.0388405956327915,0.0526740290224552,0.0571225926127993,219.0,0.5167221343226581,,,,,,18329.0,659.0,Current placeholder PIT constituent file behaves as static basket until filled.,comparison.csv; histograms; metric bars; vn30_historical.csv,0.13544750213623047
vn30_meta_ensemble_simulation_20260529::hgb_abs_blend_broad,2026-05-29,VN30 simulation,keep,ROBUSTNESS_INDEX_UNIVERSE,VN validation only unless stated,False,hgb_abs,hgb_abs_blend_broad,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/vn30_meta_ensemble_simulation_20260529,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/vn30_meta_ensemble_simulation_20260529,VN30 subset rel_score,0.020623685994863,0.0411411095322468,0.0388037338852882,0.0527987517416477,0.0581592012657537,225.0,0.5180315347263899,,,,,,18329.0,659.0,Current placeholder PIT constituent file behaves as static basket until filled.,comparison.csv; histograms; metric bars; vn30_historical.csv,0.13544750213623047
vn30_meta_ensemble_simulation_20260529::hgb_abs_blend_vn30,2026-05-29,VN30 simulation,keep,ROBUSTNESS_INDEX_UNIVERSE,VN validation only unless stated,False,hgb_abs,hgb_abs_blend_vn30,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/vn30_meta_ensemble_simulation_20260529,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/vn30_meta_ensemble_simulation_20260529,VN30 subset rel_score,0.0170288919569354,0.0467671599925026,0.0388353429734706,0.052691500633955,0.0568498008620219,220.0,0.5182497681270118,,,,,,18329.0,659.0,Current placeholder PIT constituent file behaves as static basket until filled.,comparison.csv; histograms; metric bars; vn30_historical.csv,0.13544750213623047
vn30_meta_ensemble_simulation_20260529::ridge_blend_broad,2026-05-29,VN30 simulation,keep,ROBUSTNESS_INDEX_UNIVERSE,VN validation only unless stated,False,ridge,ridge_blend_broad,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/vn30_meta_ensemble_simulation_20260529,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/vn30_meta_ensemble_simulation_20260529,VN30 subset rel_score,0.0178906686861115,0.0426604201502475,0.0388093516230583,0.0527981780469417,0.0572862676632658,217.0,0.5168858093731246,,,,,,18329.0,659.0,Current placeholder PIT constituent file behaves as static basket until filled.,comparison.csv; histograms; metric bars; vn30_historical.csv,0.13544750213623047
vn30_meta_ensemble_simulation_20260529::ridge_blend_vn30,2026-05-29,VN30 simulation,keep,ROBUSTNESS_INDEX_UNIVERSE,VN validation only unless stated,False,ridge,ridge_blend_vn30,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/vn30_meta_ensemble_simulation_20260529,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/vn30_meta_ensemble_simulation_20260529,VN30 subset rel_score,0.0151655876953893,0.0425216924563219,0.0388616323471069,0.0530201159417629,0.0575045010638878,220.0,0.5184134431774783,,,,,,18329.0,659.0,Current placeholder PIT constituent file behaves as static basket until filled.,comparison.csv; histograms; metric bars; vn30_historical.csv,0.13544750213623047
meta_ensemble_key_report_plots_20260601,2026-06-01,report plots,keep,REPORT,VN validation only unless stated,False,hgb_abs_blend,meta_ensemble_key_report_plots_20260601,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/meta_ensemble_key_report_plots_20260601,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/meta_ensemble_key_report_plots_20260601,report visuals,,,,,,,,,,,,,,,# Meta-Ensemble Key Report Plots  Scope: VN validation only. Holdout/test is not used. Model: `hgb_abs_blend` meta-ensemble over frozen 5-seed hetero anchor.  Overall validation rel_score: `0.048809`. Blend alpha: `0.475`.  ## Daily Error Summary  | series           |   median |      p90 |      max |   days_gt_3pct |   days_gt_3p5pct | |:-----------------|---------:|---------:|---------:|---------------:|-----------------:| | median_abs_error | 0.011646 | 0.024806 | 0.080161 |             47 |               30 | | q75_abs_error    | 0.021976 | 0.044818 | 0.095388 |            160 |              119 | | q90_abs_error    | 0.036383 | 0.062609 | 0.115699 |            469 |              360 |  #,summary.md; csv series; png plots,6.328147888183594
meta_ensemble_median_error_control_20260601,2026-06-01,median error report,keep,REPORT,VN validation only unless stated,False,hgb_abs_blend,meta_ensemble_median_error_control_20260601,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/meta_ensemble_median_error_control_20260601,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/meta_ensemble_median_error_control_20260601,report visuals,,,,,,,,,,,,,,,"# Meta-Ensemble Median Error Control  Scope: VN validation only. Holdout/test is not used.  This report is intentionally based on daily median absolute error, not daily Q90 tail error. The goal is to show the central-error stability of the frozen `hgb_abs_blend` meta-ensemble.  ## Summary  | series                     |   days |   median |      p90 |      max |   days_gt_3pct |   share_gt_3pct | |:---------------------------|-------:|---------:|---------:|---------:|---------------:|----------------:| | median_abs_error           |    659 | 0.011646 | 0.024806 | 0.080161 |             47 |        0.07132  | | mean_abs_error             |    659 | 0.016392 | 0.029816 | 0.081857 |             ",summary.md; csv series; png plots,0.3176612854003906
static_error_hetero_anchor_3seed_20260528,2026-05-28,riskaux ablation,keep_summary_only,ABLATION,VN validation only unless stated,False,two-head/static-error riskaux,static_error_hetero_anchor_3seed_20260528,"43,52,62 or seed43 depending artifact",/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/static_error_hetero_anchor_3seed_20260528,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/static_error_hetero_anchor_3seed_20260528,rel_score/q90/DA,,,,,,,,,,,,,,,# Static-Error Hetero Anchor Probe  Protocol: Stage-1 hetero anchor; Stage-2 attached static-error risk head. Holdout/test not used.  ## Aggregate Validation  | variant                     |   rel_score_mean |   rel_score_std |   q90_abs_error_mean |   directional_accuracy_mean |   pred_actual_q90_ratio_mean |   n_seeds | |:----------------------------|-----------------:|----------------:|---------------------:|----------------------------:|-----------------------------:|----------:| | stage2_st,summary.md and prediction artifacts if retained,6.993529319763184
static_error_riskaux_attached_probe_20260528,2026-05-28,riskaux ablation,keep_summary_only,ABLATION,VN validation only unless stated,False,two-head/static-error riskaux,static_error_riskaux_attached_probe_20260528,"43,52,62 or seed43 depending artifact",/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/static_error_riskaux_attached_probe_20260528,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/static_error_riskaux_attached_probe_20260528,rel_score/q90/DA,,,,,,,,,,,,,,,# Static-Error RiskAux Probe  Protocol: Stage-1 train return head; Stage-2 train detached risk head using static |y-p_stage1| labels. Holdout/test not used.  - seed: 52 - base_variant: `plain_global_weighted_mild_tail35_p05` - risk_variant: `plain_global_weighted_mild_tail35_p05_static_error_riskaux_attached_w20` - train static error label rate: 0.1098 - val static error label rate: 0.1743  ## Summary  | variant                                                                 | split   |   n_obs ,summary.md and prediction artifacts if retained,0.005032539367675781
static_error_riskaux_probe_20260528,2026-05-28,riskaux ablation,keep_summary_only,ABLATION,VN validation only unless stated,False,two-head/static-error riskaux,static_error_riskaux_probe_20260528,"43,52,62 or seed43 depending artifact",/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/static_error_riskaux_probe_20260528,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/static_error_riskaux_probe_20260528,rel_score/q90/DA,,,,,,,,,,,,,,,# Static-Error RiskAux Probe  Protocol: Stage-1 train return head; Stage-2 train detached risk head using static |y-p_stage1| labels. Holdout/test not used.  - seed: 52 - base_variant: `plain_global_weighted_mild_tail35_p05` - risk_variant: `plain_global_weighted_mild_tail35_p05_static_error_riskaux_detached_w20` - train static error label rate: 0.1098 - val static error label rate: 0.1743  ## Summary  | variant                                                                 | split   |   n_obs ,summary.md and prediction artifacts if retained,0.005097389221191406
academic_ablation_baseline_significance_20260525,2026-05-25/26,academic/baseline/significance,keep_summary,PAPER_SUPPORT,VN validation only unless stated,False,baseline/multimarket,academic_ablation_baseline_significance_20260525,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/academic_ablation_baseline_significance_20260525,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/academic_ablation_baseline_significance_20260525,baseline/significance,,,,,,,,,,,,,,,"Use to support ablation, baseline, and multi-market research framing.",summary/csv artifacts,1.8972253799438477
multimarket_framework_summary_20260526,2026-05-25/26,academic/baseline/significance,keep_summary,PAPER_SUPPORT,VN validation only unless stated,False,baseline/multimarket,multimarket_framework_summary_20260526,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/multimarket_framework_summary_20260526,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/multimarket_framework_summary_20260526,baseline/significance,,,,,,,,,,,,,,,"Use to support ablation, baseline, and multi-market research framing.",summary/csv artifacts,0.004714012145996094
multimarket_portable_baseline_significance_20260525,2026-05-25/26,academic/baseline/significance,keep_summary,PAPER_SUPPORT,VN validation only unless stated,False,baseline/multimarket,multimarket_portable_baseline_significance_20260525,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/multimarket_portable_baseline_significance_20260525,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/multimarket_portable_baseline_significance_20260525,baseline/significance,,,,,,,,,,,,,,,"Use to support ablation, baseline, and multi-market research framing.",summary/csv artifacts,0.08735275268554688
multimarket_portable_ensemble_academic_20260525,2026-05-25/26,academic/baseline/significance,keep_summary,PAPER_SUPPORT,VN validation only unless stated,False,baseline/multimarket,multimarket_portable_ensemble_academic_20260525,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/multimarket_portable_ensemble_academic_20260525,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/multimarket_portable_ensemble_academic_20260525,baseline/significance,,,,,,,,,,,,,,,"Use to support ablation, baseline, and multi-market research framing.",summary/csv artifacts,0.3327360153198242
filter_signal,2026-05,portfolio/filter/backtest,archive_or_keep_pointer,EXECUTION_SUPPORT,VN validation only unless stated,False,filter/portfolio,filter_signal,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/filter_signal,,Sharpe/equity/error visuals,,,,,,,,,,,,,,,Large artifact; keep only summaries/selected plots unless active execution analysis is needed.,large folder; summarized in tracker,249.65707397460938
hetero_long_finetune_batch_20260522,2026-05,portfolio/filter/backtest,archive_or_keep_pointer,EXECUTION_SUPPORT,VN validation only unless stated,False,filter/portfolio,hetero_long_finetune_batch_20260522,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/hetero_long_finetune_batch_20260522,,Sharpe/equity/error visuals,,,,,,,,,,,,,,,Large artifact; keep only summaries/selected plots unless active execution analysis is needed.,large folder; summarized in tracker,92.11041450500488
teacher_style_abs_error_vn100_insample,2026-05,portfolio/filter/backtest,archive_or_keep_pointer,EXECUTION_SUPPORT,VN validation only unless stated,False,filter/portfolio,teacher_style_abs_error_vn100_insample,,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/teacher_style_abs_error_vn100_insample,,Sharpe/equity/error visuals,,,,,,,,,,,,,,,Large artifact; keep only summaries/selected plots unless active execution analysis is needed.,large folder; summarized in tracker,8.661879539489746
regime_calibration_20260527::1d_regime,2026-05-27,regime calibration,keep,INTERPRETABLE_BASELINE,VN validation only unless stated,False,2d_regime/1d_regime,1d_regime,"43,52,62,71,82",/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/regime_calibration_20260527,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/regime_calibration_20260527,rel_score + tail,0.0464758990446793,,0.0468311943113803,0.0621447712182998,0.0881793365869798,362.0,0.5182728099925552,,,,,,,,Lagged market volatility/tail proxy calibration; simple and paper-friendly.,comparison.csv; summary.md; histograms/conformal plots,0.7527866363525391
regime_calibration_20260527::2d_regime,2026-05-27,regime calibration,keep,INTERPRETABLE_BASELINE,VN validation only unless stated,False,2d_regime/1d_regime,2d_regime,"43,52,62,71,82",/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/regime_calibration_20260527,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/regime_calibration_20260527,rel_score + tail,0.048545571084685,,0.0466486401855945,0.0621215738356113,0.0875341219290263,361.0,0.5182728099925552,,,,,,,,Lagged market volatility/tail proxy calibration; simple and paper-friendly.,comparison.csv; summary.md; histograms/conformal plots,0.7527866363525391
regime_calibration_20260527::anchor_baseline,2026-05-27,regime calibration,keep,INTERPRETABLE_BASELINE,VN validation only unless stated,False,2d_regime/1d_regime,anchor_baseline,"43,52,62,71,82",/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/regime_calibration_20260527,/Users/lap15111/Documents/research-paper/data_stock_market/gold/vn_transition_pressure_20260512/plots/regime_calibration_20260527,rel_score + tail,0.0447172708399122,,0.0469472371041774,0.0621840022504329,0.0885598477955165,364.0,0.5182728099925552,,,,,,,,Lagged market volatility/tail proxy calibration; simple and paper-friendly.,comparison.csv; summary.md; histograms/conformal plots,0.7527866363525391
